name,mass (g),GeoLocation
Dhofar 398,574,"(19.094900, 54.802530)"
Dhofar 399,283,"(18.220900, 54.701180)"
Dhofar 400,492,"(19.288180, 54.539100)"
Dhofar 401,1304,"(19.300180, 54.533200)"
Dhofar 402,140,"(19.300170, 54.535720)"
Dhofar 403,409,"(19.293630, 54.538030)"
Dhofar 404,594,"(19.300420, 54.530870)"
Dhofar 405,8000,"(19.302300, 54.530870)"
Dhofar 407,403,"(19.285030, 54.534130)"
Dhofar 408,2355,"(18.687400, 54.126480)"
Dhofar 409,162,"(18.703880, 54.203180)"
Dhofar 410,620,"(18.741420, 54.193300)"
Dhofar 412,478,"(18.821300, 54.347470)"
Dhofar 414,5156,"(18.771530, 54.242880)"
Dhofar 416,281,"(18.764270, 54.233250)"
Dhofar 417,161,"(18.763920, 54.231320)"
Dhofar 418,958,"(18.814850, 54.428200)"
Dhofar 419,68,"(18.762720, 54.278380)"
Dhofar 420,966,"(18.762720, 54.278380)"
Dhofar 421,337,"(18.771780, 54.227350)"
Dhofar 422,90,"(18.616250, 54.735230)"
Dhofar 423,362,"(18.616900, 54.730170)"
Dhofar 424,67,"(18.618000, 54.726920)"
Dhofar 425,248,"(18.627050, 54.709330)"
Dhofar 426,196,"(18.708280, 54.574850)"
Dhofar 428,526,"(18.789900, 54.488520)"
Dhofar 429,189,"(18.808720, 54.504950)"
Dhofar 430,182,"(18.903430, 54.639000)"
Dhofar 431,446,"(18.780950, 54.780200)"
Dhofar 432,986,"(18.620300, 54.642830)"
Dhofar 433,615,"(18.636180, 54.529350)"
Dhofar 434,169,"(18.746530, 54.412420)"
Dhofar 435,6800,"(18.887100, 54.525050)"
Dhofar 436,209,"(18.917280, 54.711430)"
Dhofar 437,446,"(18.806800, 54.439330)"
Dhofar 438,566,"(18.795450, 54.581900)"
Dhofar 439,536,"(18.751680, 54.363530)"
Dhofar 440,108,"(18.751300, 54.363420)"
Dhofar 442,395,"(18.862480, 54.430000)"
Dhofar 444,1469,"(18.908380, 54.479700)"
Dhofar 445,240,"(18.907330, 54.492550)"
Dhofar 446,12400,"(18.938050, 54.686580)"
Dhofar 448,391,"(18.899420, 54.539570)"
Dhofar 449,74,"(18.905730, 54.508850)"
Dhofar 450,104,"(18.913500, 54.483800)"
Dhofar 451,745,"(18.910800, 54.474930)"
Dhofar 452,43,"(18.806770, 54.387250)"
Dhofar 453,482,"(18.754950, 54.414450)"
Dhofar 454,80,"(18.935930, 54.631050)"
Dhofar 455,63,"(19.018270, 54.398770)"
Dhofar 457,100,"(18.248350, 54.001600)"
Dhofar 458,37,"(18.248620, 54.002420)"
Dhofar 459,32,"(18.248570, 54.003370)"
Dhofar 460,73,"(18.249420, 54.007270)"
Dhofar 461,34,"(18.244700, 53.997800)"
Dhofar 462,45,"(18.246670, 54.001880)"
Dhofar 463,24,"(18.246800, 54.002420)"
Dhofar 464,22,"(18.249600, 53.994370)"
Dhofar 465,71,"(18.247220, 54.006280)"
Dhofar 466,69,"(18.246900, 53.996200)"
Dhofar 467,36,"(18.253770, 54.000770)"
Dhofar 468,19,"(18.256500, 53.992080)"
Dhofar 469,309,"(19.240900, 54.936940)"
Dhofar 470,1280,"(19.050830, 54.701670)"
Dhofar 471,158,"(19.255570, 54.835830)"
Dhofar 472,57,"(19.150560, 54.735560)"
Dhofar 473,145,"(19.175970, 54.764170)"
Dhofar 474,747,"(19.167780, 54.768060)"
Dhofar 475,550,"(19.102500, 54.801110)"
Dhofar 476,160,"(19.110230, 54.885280)"
Dhofar 477,3796,"(19.185560, 54.884170)"
Dhofar 478,2683,"(19.168610, 54.616670)"
Dhofar 479,2512,"(19.201110, 54.651940)"
Dhofar 480,101,"(19.138280, 54.898890)"
Dhofar 481,120,"(19.165850, 54.752220)"
Dhofar 482,380,"(19.150830, 54.683330)"
Dhofar 483,817,"(19.101670, 54.818060)"
Dhofar 484,383,"(19.110450, 54.873890)"
Dhofar 485,1558,"(19.100830, 54.783610)"
Dhofar 486,855,"(19.111020, 54.921110)"
Dhofar 487,3549,"(19.151940, 54.766670)"
Dhofar 488,652,"(19.106180, 55.045830)"
Dhofar 489,34,"(19.416670, 54.583330)"
Dhofar 490,34,"(18.716670, 54.450000)"
Dhofar 491,310,"(18.586670, 54.396670)"
Dhofar 492,281,"(18.711670, 54.653330)"
Dhofar 493,32,"(19.146670, 54.580000)"
Dhofar 494,31,"(19.150000, 54.583330)"
Dhofar 495,3184,"(19.158330, 54.575000)"
Dhofar 496,354,"(18.155000, 54.111670)"
Dhofar 497,710,"(18.966670, 54.641670)"
Dhofar 498,476,"(18.723330, 54.865000)"
Dhofar 499,87,"(19.028330, 54.548330)"
Dhofar 500,116,"(18.386670, 54.203330)"
Dhofar 501,104,"(18.350000, 54.195000)"
Dhofar 502,240,"(18.388330, 54.291670)"
Dhofar 503,320,"(18.581670, 54.405000)"
Dhofar 504,331,"(18.735000, 54.368330)"
Dhofar 505,375,"(18.298330, 54.193330)"
Dhofar 506,340,"(18.308330, 54.173330)"
Dhofar 507,288,"(18.328330, 54.193330)"
Dhofar 508,270,"(18.911670, 54.475000)"
Dhofar 509,238,"(18.140000, 54.070000)"
Dhofar 510,186,"(18.913330, 54.361670)"
Dhofar 511,52,"(18.956670, 54.385000)"
Dhofar 512,264,"(18.810000, 54.261670)"
Dhofar 513,434,"(18.335000, 54.200000)"
Dhofar 514,160,"(18.800000, 54.248330)"
Dhofar 515,315,"(19.006670, 54.393330)"
Dhofar 516,145,"(18.875000, 54.466670)"
Dhofar 517,260,"(18.925000, 54.458330)"
Dhofar 518,247,"(18.706670, 54.380000)"
Dhofar 519,98,"(18.896670, 54.538330)"
Dhofar 520,48,"(18.858330, 54.713330)"
Dhofar 521,386,"(19.173330, 54.870000)"
Dhofar 522,186,"(18.240000, 54.168330)"
Dhofar 523,74,"(19.396670, 54.728330)"
Dhofar 524,204,"(19.098330, 54.500000)"
Dhofar 525,50,"(18.238330, 54.136670)"
Dhofar 526,346,"(19.338330, 54.676670)"
Dhofar 527,172,"(18.276670, 54.135000)"
Dhofar 528,374,"(18.366670, 54.151670)"
Dhofar 529,368,"(18.373330, 54.130000)"
Dhofar 530,240,"(18.370000, 54.233330)"
Dhofar 531,258,"(18.433330, 54.108330)"
Dhofar 532,86,"(18.420000, 54.246670)"
Dhofar 533,308,"(18.178330, 54.181670)"
Dhofar 534,173,"(19.196670, 54.703330)"
Dhofar 535,204,"(19.333330, 54.795000)"
Dhofar 536,5,"(18.316670, 54.148330)"
Dhofar 537,14,"(18.898330, 54.705000)"
Dhofar 538,230,"(19.338330, 54.605000)"
Dhofar 539,102,"(18.188330, 54.166670)"
Dhofar 540,104,"(18.560000, 54.105000)"
Dhofar 541,1233,"(18.334330, 54.180670)"
Dhofar 542,43,"(18.808330, 54.472170)"
Dhofar 543,265,"(19.274610, 54.459390)"
Dhofar 544,2392,"(19.315280, 54.517860)"
Dhofar 545,513,"(19.352250, 54.638280)"
Dhofar 546,777,"(19.305940, 54.544940)"
Dhofar 547,514,"(19.379190, 54.167860)"
Dhofar 548,3677,"(19.349170, 54.568330)"
Dhofar 549,250,"(18.709530, 54.364650)"
Dhofar 550,280,"(18.841350, 54.563400)"
Dhofar 551,181,"(18.717280, 54.359020)"
Dhofar 552,362,"(18.716600, 54.367530)"
Dhofar 553,604,"(18.722680, 54.375600)"
Dhofar 554,751,"(18.722370, 54.378400)"
Dhofar 555,223,"(18.716530, 54.369150)"
Dhofar 556,247,"(18.718970, 54.369530)"
Dhofar 557,859,"(18.726630, 54.374520)"
Dhofar 558,680,"(18.730280, 54.379480)"
Dhofar 559,113,"(18.718480, 54.220000)"
Dhofar 560,593,"(18.726070, 54.380830)"
Dhofar 561,692,"(18.727100, 54.370720)"
Dhofar 562,1100,"(18.727450, 54.385480)"
Dhofar 563,242,"(18.719750, 54.378380)"
Dhofar 564,283,"(18.718630, 54.379520)"
Dhofar 565,466,"(18.818570, 54.374430)"
Dhofar 566,215,"(18.712720, 54.373880)"
Dhofar 567,328,"(18.712800, 54.378420)"
Dhofar 568,65,"(18.713200, 54.374580)"
Dhofar 569,56,"(18.709500, 54.541320)"
Dhofar 570,73,"(18.701150, 54.369070)"
Dhofar 571,371,"(18.719050, 54.369620)"
Dhofar 572,289,"(18.702920, 54.367080)"
Dhofar 573,55,"(18.701730, 54.366420)"
Dhofar 574,687,"(18.728100, 54.381030)"
Dhofar 575,127,"(18.671000, 54.420170)"
Dhofar 576,183,"(18.679850, 54.411970)"
Dhofar 577,494,"(18.681100, 54.398330)"
Dhofar 578,108,"(18.766280, 54.660630)"
Dhofar 579,206,"(18.719830, 54.196950)"
Dhofar 580,812,"(18.715050, 54.196820)"
Dhofar 582,473,"(18.723470, 54.191850)"
Dhofar 583,1378,"(18.724950, 54.187200)"
Dhofar 587,537,"(18.724600, 54.191620)"
Dhofar 588,226,"(18.699550, 54.196630)"
Dhofar 589,83,"(18.701030, 54.185730)"
Dhofar 590,379,"(18.705630, 54.181520)"
Dhofar 591,215,"(18.692170, 54.201400)"
Dhofar 592,108,"(18.692380, 54.190850)"
Dhofar 593,182,"(18.738600, 54.212050)"
Dhofar 594,1806,"(18.724700, 54.395030)"
Dhofar 595,334,"(18.740120, 54.373280)"
Dhofar 596,764,"(18.739500, 54.373570)"
Dhofar 597,723,"(18.742250, 54.379870)"
Dhofar 598,36,"(18.440000, 54.479350)"
Dhofar 599,465,"(18.690870, 54.704800)"
Dhofar 600,183,"(18.691200, 54.683600)"
Dhofar 601,226,"(18.688050, 54.678730)"
Dhofar 602,137,"(18.707120, 54.183050)"
Dhofar 603,245,"(18.729130, 54.187480)"
Dhofar 604,300,"(18.788800, 54.418630)"
Dhofar 605,469,"(18.717680, 54.199920)"
Dhofar 606,259,"(18.725450, 54.187230)"
Dhofar 607,5000,"(18.728800, 54.190530)"
Dhofar 608,95,"(18.735670, 54.192130)"
Dhofar 609,97,"(18.737300, 54.195370)"
Dhofar 610,176,"(18.740470, 54.199650)"
Dhofar 611,99,"(19.138920, 54.881430)"
Dhofar 612,559,"(19.144650, 54.882520)"
Dhofar 613,482,"(19.153620, 54.712680)"
Dhofar 614,197,"(19.257750, 54.781920)"
Dhofar 615,966,"(19.178630, 54.892850)"
Dhofar 616,68,"(19.240680, 54.892850)"
Dhofar 617,7395,"(19.161000, 54.706450)"
Dhofar 618,51,"(19.201820, 54.783730)"
Dhofar 619,140,"(19.141450, 54.659300)"
Dhofar 620,154,"(19.166670, 54.656880)"
Dhofar 621,206,"(19.324580, 54.823900)"
Dhofar 622,60,"(19.227870, 54.853680)"
Dhofar 623,147,"(19.185530, 54.657970)"
Dhofar 624,1332,"(19.120120, 54.814000)"
Dhofar 625,314,"(19.112830, 54.823630)"
Dhofar 626,332,"(19.116080, 54.822830)"
Dhofar 627,361,"(19.112120, 54.820220)"
Dhofar 628,2220,"(19.106000, 54.814380)"
Dhofar 629,830,"(19.109480, 54.816200)"
Dhofar 630,146,"(19.107900, 54.812670)"
Dhofar 631,1395,"(19.109820, 54.817380)"
Dhofar 632,79,"(19.114120, 54.816420)"
Dhofar 633,43,"(19.107270, 54.607270)"
Dhofar 634,436,"(19.111070, 54.615570)"
Dhofar 635,261,"(19.068200, 54.775130)"
Dhofar 636,718,"(19.198200, 54.882270)"
Dhofar 637,251,"(19.195800, 54.861900)"
Dhofar 638,103,"(19.202770, 54.655620)"
Dhofar 639,1521,"(19.202770, 54.600480)"
Dhofar 640,64,"(19.137880, 54.667020)"
Dhofar 641,72,"(19.178650, 54.698080)"
Dhofar 642,135,"(18.192820, 53.808020)"
Dhofar 643,124,"(18.650650, 53.924920)"
Dhofar 644,704,"(18.660800, 53.904570)"
Dhofar 645,48,"(18.962050, 54.145420)"
Dhofar 646,3518,"(18.994200, 54.181370)"
Dhofar 647,147,"(19.181550, 54.687380)"
Dhofar 648,133,"(19.189470, 54.641980)"
Dhofar 649,33,"(19.193650, 54.637470)"
Dhofar 650,114,"(19.193650, 54.776600)"
Dhofar 651,218,"(19.203720, 54.776570)"
Dhofar 652,44,"(19.105480, 54.838080)"
Dhofar 653,1308,"(19.107950, 54.810000)"
Dhofar 654,167,"(19.107100, 54.816380)"
Dhofar 655,400,"(19.119530, 54.835630)"
Dhofar 656,724,"(19.091070, 54.796280)"
Dhofar 657,652,"(19.099150, 54.800730)"
Dhofar 658,225,"(19.107300, 54.786770)"
Dhofar 659,275,"(19.120720, 54.778670)"
Dhofar 660,963,"(19.126570, 54.802970)"
Dhofar 661,95,"(19.090420, 54.087530)"
Dhofar 662,1511,"(19.098150, 54.806620)"
Dhofar 663,633,"(19.098000, 54.803570)"
Dhofar 664,988,"(19.104600, 54.809450)"
Dhofar 665,233,"(19.107770, 54.812220)"
Dhofar 666,94,"(19.120230, 54.796980)"
Dhofar 667,424,"(19.116280, 54.809500)"
Dhofar 668,500,"(19.100500, 54.772920)"
Dhofar 669,425,"(19.099080, 54.806700)"
Dhofar 670,633,"(19.100970, 54.806880)"
Dhofar 671,81,"(19.085370, 54.751280)"
Dhofar 672,453,"(19.203180, 54.605550)"
Dhofar 673,1493,"(19.206300, 54.608300)"
Dhofar 674,852,"(19.213050, 54.610980)"
Dhofar 675,40,"(19.213300, 54.629080)"
Dhofar 676,110,"(19.221570, 54.624780)"
Dhofar 677,533,"(19.223980, 54.632230)"
Dhofar 678,698,"(19.266300, 54.671400)"
Dhofar 679,1653,"(19.271630, 54.669570)"
Dhofar 680,69,"(19.293300, 54.687300)"
Dhofar 681,109,"(19.303170, 54.698500)"
Dhofar 682,116,"(19.312450, 54.711870)"
Dhofar 683,126,"(19.306970, 54.713550)"
Dhofar 684,405,"(19.312680, 54.718900)"
Dhofar 685,379,"(19.345380, 54.735050)"
Dhofar 686,530,"(19.344500, 54.728350)"
Dhofar 687,945,"(19.341500, 54.724970)"
Dhofar 688,513,"(19.353350, 54.740200)"
Dhofar 689,503,"(19.375130, 54.748530)"
Dhofar 690,1769,"(19.411800, 54.761880)"
Dhofar 691,428,"(19.406720, 54.758220)"
Dhofar 692,53,"(19.413620, 54.768670)"
Dhofar 693,101,"(19.421200, 54.795200)"
Dhofar 694,147,"(19.429770, 54.803970)"
Dhofar 695,702,"(19.281670, 54.830000)"
Dhofar 696,233,"(19.236670, 54.758330)"
Dhofar 697,409,"(19.383330, 54.595000)"
Dhofar 698,268,"(19.187000, 54.777330)"
Dhofar 699,444,"(19.103330, 54.828330)"
Dhofar 700,2770,"(19.308330, 54.551670)"
Dhofar 701,220,"(19.148330, 54.803330)"
Dhofar 702,2878,"(19.165000, 54.776670)"
Dhofar 703,205,"(19.173330, 54.875000)"
Dhofar 704,280,"(18.891670, 54.586670)"
Dhofar 705,283,"(18.816670, 54.261670)"
Dhofar 706,255,"(19.053330, 54.533330)"
Dhofar 707,205,"(18.425000, 54.160000)"
Dhofar 708,209,"(18.345000, 54.175000)"
Dhofar 709,336,"(18.385000, 54.135000)"
Dhofar 710,182,"(18.460000, 54.006670)"
Dhofar 711,370,"(18.498330, 54.043330)"
Dhofar 712,577,"(18.698330, 54.613330)"
Dhofar 713,362,"(18.715000, 54.358330)"
Dhofar 714,207,"(18.251670, 54.425000)"
Dhofar 715,252,"(18.900000, 54.400000)"
Dhofar 716,361,"(19.166670, 54.583330)"
Dhofar 717,6,"(19.326670, 54.785000)"
Dhofar 718,38,"(19.313330, 54.851670)"
Dhofar 719,12,"(19.255000, 54.800000)"
Dhofar 720,392,"(18.945000, 54.895000)"
Dhofar 721,13605,"(18.791670, 54.153330)"
Dhofar 722,230,"(18.686670, 54.533330)"
Dhofar 723,166,"(18.683330, 54.218330)"
Dhofar 724,48,"(19.146670, 54.586670)"
Dhofar 725,14,"(19.150000, 54.576670)"
Dhofar 726,262,"(19.341670, 54.733330)"
Dhofar 727,329,"(19.343330, 54.733330)"
Dhofar 730,108,"(19.325000, 54.791670)"
Dhofar 731,36,"(19.333330, 54.795000)"
Dhofar 732,17,"(19.405000, 54.578330)"
Dhofar 733,98,"(18.588330, 54.230000)"
Dhofar 735,381,"(19.068330, 54.780000)"
Dhofar 743,141,"(19.193330, 54.701670)"
Dhofar 744,132,"(19.260000, 54.805000)"
Dhofar 745,3600,"(18.886370, 54.654520)"
Dhofar 746,969,"(18.275620, 54.321820)"
Dhofar 747,1555,"(18.795650, 54.739530)"
Dhofar 748,1030,"(18.771520, 54.716380)"
Dhofar 749,1730,"(18.877300, 54.780350)"
Dhofar 750,742,"(18.837830, 54.671170)"
Dhofar 751,1155,"(18.892130, 54.712850)"
Dhofar 752,444,"(18.727430, 54.767050)"
Dhofar 753,550,"(18.265850, 54.321070)"
Dhofar 754,538,"(18.853670, 54.647050)"
Dhofar 755,547,"(18.316670, 54.235780)"
Dhofar 756,362,"(18.421120, 54.588530)"
Dhofar 757,471,"(18.853830, 54.647000)"
Dhofar 758,253,"(18.964500, 54.757220)"
Dhofar 759,441,"(18.731270, 54.820030)"
Dhofar 760,163,"(18.944550, 54.674030)"
Dhofar 761,107,"(19.060580, 54.521130)"
Dhofar 762,235,"(18.751330, 54.719080)"
Dhofar 763,190,"(18.864920, 54.649720)"
Dhofar 764,195,"(18.830620, 54.766450)"
Dhofar 765,135,"(18.943620, 54.670670)"
Dhofar 766,152,"(18.277600, 54.323580)"
Dhofar 767,317,"(18.832300, 54.765830)"
Dhofar 768,195,"(18.819280, 54.614270)"
Dhofar 769,250,"(18.962650, 54.751080)"
Dhofar 770,376,"(18.245000, 54.409120)"
Dhofar 771,114,"(18.850120, 54.623270)"
Dhofar 772,9187,"(19.085500, 54.762430)"
Dhofar 773,295,"(18.847300, 54.535380)"
Dhofar 774,115,"(18.692250, 54.591180)"
Dhofar 775,212,"(18.903330, 54.704520)"
Dhofar 776,121,"(18.862080, 54.679370)"
Dhofar 777,102,"(18.841220, 54.756400)"
Dhofar 778,156,"(18.725420, 54.730480)"
Dhofar 779,126,"(18.941370, 54.695450)"
Dhofar 780,1856,"(19.721370, 54.678970)"
Dhofar 781,1200,"(18.571350, 54.714780)"
Dhofar 782,708,"(18.412120, 54.628930)"
Dhofar 783,426,"(18.620470, 54.715450)"
Dhofar 784,590,"(18.954720, 54.804680)"
Dhofar 785,98,"(19.082350, 54.452280)"
Dhofar 786,36,"(19.066930, 54.519320)"
Dhofar 787,383,"(19.029220, 54.544730)"
Dhofar 788,274,"(19.029480, 54.544370)"
Dhofar 789,431,"(19.037920, 54.537030)"
Dhofar 790,20,"(19.066320, 54.521970)"
Dhofar 791,147,"(19.069430, 54.521350)"
Dhofar 792,519,"(19.068430, 54.535020)"
Dhofar 793,151,"(19.041830, 54.556470)"
Dhofar 794,432,"(19.051620, 54.463380)"
Dhofar 795,32,"(19.048700, 54.529100)"
Dhofar 796,246,"(19.059070, 54.536930)"
Dhofar 797,132,"(19.060400, 54.536720)"
Dhofar 798,18,"(19.060500, 54.536770)"
Dhofar 799,56,"(19.070400, 54.538380)"
Dhofar 800,56,"(19.062520, 54.550480)"
Dhofar 801,119,"(19.055680, 54.551080)"
Dhofar 802,199,"(19.052330, 54.541950)"
Dhofar 803,22,"(19.058600, 54.535030)"
Dhofar 804,44,"(19.061550, 54.534620)"
Dhofar 805,238,"(18.919250, 54.266920)"
Dhofar 806,117,"(18.565280, 54.080700)"
Dhofar 807,1260,"(18.504280, 54.085900)"
Dhofar 808,3,"(18.179980, 54.203670)"
Dhofar 809,25,"(18.564500, 54.096270)"
Dhofar 810,83,"(18.560950, 54.099830)"
Dhofar 811,19,"(18.558100, 54.103900)"
Dhofar 812,25,"(18.562400, 54.108950)"
Dhofar 813,76,"(18.549700, 54.120230)"
Dhofar 814,100,"(18.962200, 54.590120)"
Dhofar 815,89,"(18.962200, 54.590120)"
Dhofar 816,24,"(18.979230, 54.628180)"
Dhofar 817,165,"(19.019820, 54.513980)"
Dhofar 818,82,"(19.025420, 54.506330)"
Dhofar 819,72,"(19.040280, 54.493870)"
Dhofar 820,49,"(19.045870, 54.494520)"
Dhofar 821,133,"(19.045600, 54.494000)"
Dhofar 822,39,"(19.048920, 54.492670)"
Dhofar 823,23,"(19.050250, 54.492420)"
Dhofar 824,12,"(19.060130, 54.531820)"
Dhofar 825,50,"(19.060270, 54.543480)"
Dhofar 826,64,"(19.060450, 54.543670)"
Dhofar 827,135,"(19.058770, 54.547380)"
Dhofar 828,226,"(19.059780, 54.562680)"
Dhofar 829,20,"(19.060030, 54.578800)"
Dhofar 830,16,"(19.044930, 54.476370)"
Dhofar 831,22,"(19.047970, 54.489120)"
Dhofar 832,8,"(19.050400, 54.490600)"
Dhofar 833,5,"(19.053350, 54.493230)"
Dhofar 834,4,"(19.062280, 54.497350)"
Dhofar 835,160,"(18.644820, 54.003930)"
Dhofar 836,995,"(18.348670, 54.214000)"
Dhofar 837,900,"(18.305830, 54.149670)"
Dhofar 838,170,"(19.328330, 54.763330)"
Dhofar 839,126,"(18.528330, 54.003330)"
Dhofar 840,126,"(19.341670, 54.560000)"
Dhofar 841,100,"(18.630000, 54.050000)"
Dhofar 842,137,"(19.188330, 54.798330)"
Dhofar 843,147,"(19.176670, 54.678330)"
Dhofar 844,182,"(18.391670, 54.160000)"
Dhofar 845,190,"(18.408330, 54.130000)"
Dhofar 846,156,"(18.343330, 54.093330)"
Dhofar 847,130,"(18.461670, 54.010000)"
Dhofar 848,162,"(18.201670, 54.280000)"
Dhofar 849,146,"(18.181670, 54.096670)"
Dhofar 850,208,"(18.618330, 54.155000)"
Dhofar 851,62,"(18.458330, 54.571670)"
Dhofar 852,122,"(18.243330, 54.135000)"
Dhofar 853,50,"(18.980000, 54.541670)"
Dhofar 854,142,"(18.880000, 54.616670)"
Dhofar 855,196,"(18.311670, 54.145000)"
Dhofar 856,145,"(18.395000, 54.270000)"
Dhofar 857,126,"(18.395000, 54.136670)"
Dhofar 858,88,"(18.221670, 54.100000)"
Dhofar 859,94,"(19.178330, 54.825000)"
Dhofar 860,394,"(19.300000, 54.668330)"
Dhofar 861,182,"(19.031670, 54.511670)"
Dhofar 862,50,"(19.160000, 54.586670)"
Dhofar 863,102,"(19.383330, 54.593330)"
Dhofar 864,1233,"(18.163330, 54.160000)"
Dhofar 908,245,"(19.331670, 54.783330)"
Dhofar 909,4,"(19.330150, 54.779720)"
Dhofar 910,142,"(19.331730, 54.778900)"
Dhofar 911,194,"(19.331670, 54.776670)"
Dhofar 912,19,"(18.978330, 54.408330)"
Dhofar 913,88,"(18.695000, 54.250000)"
Dhofar 914,76,"(18.913330, 54.416670)"
Dhofar 915,8,"(19.205000, 54.526670)"
Dhofar 916,1350,"(19.096670, 54.791670)"
Dhofar 917,12,"(19.306670, 54.551670)"
Dhofar 918,134,"(19.260000, 54.488330)"
Dhofar 919,60,"(18.666670, 54.160000)"
Dhofar 920,26,"(18.918330, 54.408330)"
Dhofar 921,144,"(18.625000, 54.430000)"
Dhofar 922,2270,"(19.405000, 54.570000)"
Dhofar 923,190,"(19.335000, 54.663330)"
Dhofar 924,185,"(19.163330, 54.668330)"
Dhofar 925,49,"(19.396670, 54.563330)"
Dhofar 926,411,"(19.073330, 54.748330)"
Dhofar 927,795,"(19.136670, 54.563330)"
Dhofar 928,178,"(19.113330, 54.750000)"
Dhofar 929,602,"(18.516670, 54.228330)"
Dhofar 930,18,"(19.390000, 54.558330)"
Dhofar 931,105,"(19.105000, 54.818330)"
Dhofar 932,64,"(19.166670, 54.871670)"
Dhofar 933,48,"(19.288330, 54.695000)"
Dhofar 934,68,"(18.925000, 54.598330)"
Dhofar 935,1500,"(19.105000, 54.811670)"
Dhofar 936,62,"(18.893330, 54.731670)"
Dhofar 937,67,"(19.181670, 54.578330)"
Dhofar 938,1248,"(19.405000, 54.575000)"
Dhofar 939,508,"(18.208330, 54.120000)"
Dhofar 941,74,"(18.581670, 54.196670)"
Dhofar 942,113,"(19.166670, 54.403330)"
Dhofar 943,166,"(19.051670, 54.765000)"
Dhofar 944,86,"(19.243330, 54.536670)"
Dhofar 945,74,"(19.095000, 54.731670)"
Dhofar 946,2412,"(19.165000, 54.403330)"
Dhofar 947,170,"(18.353330, 54.235000)"
Dhofar 948,158,"(19.398330, 54.595000)"
Dhofar 949,38,"(19.125000, 54.678330)"
Dhofar 950,22,"(19.325000, 54.781670)"
Dhofar 951,274,"(18.631670, 54.231670)"
Dhofar 952,68,"(19.065000, 54.761670)"
Dhofar 953,45,"(19.135000, 54.565000)"
Dhofar 954,212,"(18.535000, 54.133330)"
Dhofar 955,16,"(19.055000, 54.753330)"
Dhofar 956,114,"(19.216670, 54.656670)"
Dhofar 957,550,"(19.091670, 54.386670)"
Dhofar 958,400,"(19.085000, 54.770000)"
Dhofar 959,702,"(19.386670, 54.576670)"
Dhofar 960,35,"(19.396670, 54.558330)"
Dhofar 961,22,"(19.398330, 54.563330)"
Dhofar 962,64,"(19.155470, 54.555500)"
Dhofar 964,1592,"(19.126000, 54.856330)"
Dhofar 965,247,"(19.153140, 54.960170)"
Dhofar 966,868,"(19.192170, 54.985500)"
Dhofar 968,79,"(19.296670, 54.933600)"
Dhofar 969,737,"(19.300220, 54.858440)"
Dhofar 971,108,"(19.369470, 54.838280)"
Dhofar 972,8,"(19.385170, 54.833670)"
Dhofar 973,424,"(19.268310, 54.846940)"
Dhofar 974,79,"(19.234390, 54.916810)"
Dhofar 975,4230,"(19.219390, 54.918580)"
Dhofar 977,1728,"(19.221190, 54.959610)"
Dhofar 978,2467,"(19.228780, 54.939530)"
Dhofar 979,1063,"(19.756670, 54.936670)"
Dhofar 983,83,"(19.171170, 54.906000)"
Dhofar 984,33,"(19.197330, 54.917170)"
Dhofar 985,154,"(19.224780, 54.923170)"
Dhofar 987,69,"(19.231390, 54.923330)"
Dhofar 989,609,"(19.234390, 54.916810)"
Dhofar 990,165,"(19.253170, 54.836170)"
Dhofar 991,12,"(19.258000, 54.835670)"
Dhofar 992,214,"(19.317830, 54.729500)"
Dhofar 993,115,"(19.224830, 54.894170)"
Dhofar 995,243,"(19.140200, 54.681420)"
Dhofar 996,2717,"(19.163650, 54.661270)"
Dhofar 999,21,"(18.268170, 54.150670)"
Diablo Pass,247,"(33.663480, -114.292070)"
Diamond Valley,440,"(40.081730, -115.936730)"
Digor,3800,"(42.333330, 89.333330)"
Dimboola,16000,"(-36.500000, 142.033330)"
Dimitrovgrad,100000,"(43.046390, 22.863890)"
Dimmitt,200000,"(34.583330, -102.166670)"
Dimmitt (b),2800,"(34.483330, -102.328330)"
Dingo Pup Donga,123,"(-30.433330, 126.100000)"
Dispatch,220,"(39.500000, -98.533330)"
Divnoe,12700,"(45.700000, 43.700000)"
Dix,44000,"(41.233330, -103.483330)"
Djebel Chaab 001,1388,"(25.223670, 0.845600)"
Djebel Chaab 002,30616,"(25.155920, 0.822130)"
Djebel Chaab 003,4570,"(25.086830, 0.832400)"
Djebel In-Azzene,12500,"(27.866670, 0.450000)"
Dolores,4333,"(-19.650000, -69.950000)"
Dominion Range 03180,220,
Dominion Range 03181,5364,
Dominion Range 03182,20,
Dominion Range 03183,125,
Dominion Range 03184,2,
Dominion Range 03185,928,
Dominion Range 03186,1494,
Dominion Range 03187,846,
Dominion Range 03188,701,
Dominion Range 03189,1005,
Dominion Range 03190,504,
Dominion Range 03191,594,
Dominion Range 03192,227,
Dominion Range 03193,299,
Dominion Range 03194,213,
Dominion Range 03195,226,
Dominion Range 03196,142,
